,country,points,price,variety
38919,Italy,88,26,Sangiovese
38920,Moldova,88,42,White Blend
38921,US,88,36,Syrah
38922,US,88,24,Rosé
38923,US,88,32,Blaufränkisch
38924,US,88,40,Red Blend
38925,US,88,45,Cabernet Sauvignon-Sangiovese
38926,Italy,88,50,Sangiovese
38927,Serbia,88,18,Tamjanika
38928,US,88,16,Cabernet Sauvignon
38929,France,88,35,Pinot Noir
38930,France,88,19,Cabernet Franc
38931,US,88,20,Chardonnay
38932,US,88,,Cabernet Sauvignon
38933,US,88,20,Rosé
38934,US,88,22,Pinot Noir
38935,France,88,35,Sauvignon Blanc
38936,France,88,22,Sauvignon Blanc
38937,France,88,30,Pinot Noir
38938,France,88,19,Sauvignon Blanc
38939,Italy,88,25,Red Blend
38940,US,88,26,Pinot Noir
38941,Italy,88,,Sangiovese
38942,US,88,14,Malbec
38943,Hungary,88,16,Red Blend
38944,US,88,35,White Blend
38945,Italy,88,25,Red Blend
38946,US,88,19,Cabernet Sauvignon
38947,Macedonia,88,15,Rkatsiteli
38948,US,94,135,Cabernet Sauvignon
38949,US,94,75,Pinot Noir
38950,Australia,94,235,Shiraz
38951,Italy,94,55,Nebbiolo
38952,Italy,94,43,Nebbiolo
38953,Italy,94,60,Nebbiolo
38954,US,94,90,Pinot Noir
38955,US,94,50,Chardonnay
38956,Italy,94,65,Nebbiolo
38957,Italy,94,62,Nebbiolo
38958,France,94,62,Sauvignon Blanc
38959,US,94,72,Pinot Noir
38960,Italy,94,78,Nebbiolo
38961,US,94,24,Riesling
38962,Australia,94,120,Shiraz
38963,Italy,94,50,Nebbiolo
38964,US,94,70,Syrah
38965,France,94,60,Bordeaux-style White Blend
38966,Italy,94,150,Nebbiolo
38967,Italy,94,70,Nebbiolo
38968,US,94,49,Pinot Noir
38969,Spain,81,20,Tempranillo Blend
38970,Argentina,81,15,Malbec
38971,US,81,20,Cabernet Sauvignon
38972,Argentina,81,15,Cabernet Sauvignon
38973,Argentina,81,17,Malbec
38974,US,80,12,Merlot
38975,Spain,80,20,Verdejo
38976,Argentina,80,19,Rosé
38977,US,80,20,Pinot Noir
38978,US,98,625,Cabernet Sauvignon
38979,Portugal,96,80,Portuguese Red
38980,Italy,96,63,Red Blend
38981,US,96,58,Pinot Noir
38982,Portugal,96,90,Portuguese Red
38983,Portugal,95,90,Portuguese Red
38984,Argentina,95,62,Bordeaux-style Red Blend
38985,US,95,118,Cabernet Sauvignon
38986,US,95,80,Cabernet Sauvignon
38987,US,95,150,Cabernet Sauvignon
38988,Australia,95,200,Cabernet Sauvignon
38989,US,95,85,Cabernet Sauvignon
38990,US,95,175,Cabernet Sauvignon
38991,US,95,50,Sauvignon Blanc
38992,US,95,200,Cabernet Sauvignon
38993,France,95,50,Sauvignon Blanc
38994,Italy,95,55,Red Blend
38995,US,94,45,Pinot Noir
38996,US,94,90,Merlot
38997,US,94,150,Pinot Noir
38998,Italy,94,55,Red Blend
38999,Portugal,85,8,Portuguese Red
39000,Portugal,85,12,Portuguese White
39001,Portugal,85,9,Portuguese White
39002,Portugal,85,12,Portuguese Red
39003,Portugal,85,9,Portuguese Red
39004,Portugal,85,7,Portuguese White
39005,France,85,18,Bordeaux-style Red Blend
39006,Germany,85,18,Rivaner
39007,US,85,15,Cabernet Sauvignon
39008,Spain,85,13,Garnacha
39009,Spain,85,15,Tempranillo
39010,France,85,18,Bordeaux-style Red Blend
39011,France,85,15,Bordeaux-style Red Blend
39012,France,85,14,Bordeaux-style Red Blend
39013,France,85,18,Bordeaux-style Red Blend
39014,France,85,20,Bordeaux-style Red Blend
39015,France,85,15,Bordeaux-style Red Blend
39016,France,85,30,Bordeaux-style Red Blend
39017,France,85,22,Bordeaux-style White Blend
39018,US,85,50,Pinot Noir
39019,Italy,85,25,Sparkling Blend
39020,Spain,85,11,Tempranillo-Cabernet Sauvignon
39021,Germany,85,25,Muskateller
39022,France,85,11,Rosé
39023,US,85,10,Cabernet Sauvignon
39024,Italy,85,25,Nebbiolo
39025,Italy,85,40,Pinot Nero
39026,Portugal,85,10,Portuguese White
39027,France,85,14,Bordeaux-style Red Blend
39028,Spain,85,16,Tempranillo
39029,US,87,20,Chardonnay
39030,Spain,87,17,Garnacha Blanca
39031,Italy,87,37,White Blend
39032,US,87,35,Pinot Noir
39033,Portugal,87,,Portuguese Red
39034,Italy,87,25,Ribolla Gialla
39035,Italy,87,20,Sauvignon
39036,Italy,87,11,Friulano
39037,Italy,87,11,Sauvignon
39038,Portugal,87,9,Portuguese White
39039,Portugal,87,,Portuguese Red
39040,France,87,11,Rosé
39041,US,87,30,Red Blend
39042,US,87,16,Pinot Gris
39043,Chile,87,14,Syrah
39044,Germany,87,9,Riesling
39045,Portugal,87,,Touriga Nacional
39046,US,87,13,Chardonnay
39047,US,87,19,Pinot Meunier
39048,Austria,87,,Grüner Veltliner
39049,US,87,40,Roussanne
39050,US,87,24,Teroldego
39051,Chile,87,15,Viognier
39052,Chile,87,30,Cabernet Sauvignon-Cabernet Franc
39053,US,87,20,White Blend
39054,US,87,25,Pinot Noir
39055,Portugal,87,12,Portuguese Red
39056,Portugal,87,22,Portuguese White
39057,US,87,24,Malvasia Bianca
39058,US,95,32,Syrah
39059,Australia,95,60,Shiraz
39060,US,95,40,Chardonnay
39061,US,95,50,Chardonnay
39062,France,95,430,Chardonnay
39063,France,95,170,Pinot Noir
39064,France,95,350,Pinot Noir
39065,US,95,65,Chardonnay
39066,US,95,85,Cabernet Sauvignon
39067,US,94,30,Gewürztraminer
39068,France,94,301,Pinot Noir
39069,Italy,94,96,Nebbiolo
39070,Italy,94,45,Nebbiolo
39071,Italy,94,85,Nebbiolo
39072,US,94,70,Cabernet Franc
39073,France,94,41,Chardonnay
39074,France,94,220,Pinot Noir
39075,France,94,330,Pinot Noir
39076,France,94,175,Chardonnay
39077,Portugal,94,28,Portuguese Red
39078,Germany,94,70,Riesling
39079,France,94,52,Pinot Noir
39080,US,94,55,Pinot Noir
39081,Italy,94,30,Nebbiolo
39082,France,94,100,Pinot Noir
39083,France,94,82,Chardonnay
39084,France,94,120,Chardonnay
39085,US,94,75,Pinot Noir
39086,Australia,94,140,Muscadelle
39087,Italy,94,60,Nebbiolo
39088,Spain,91,75,Tempranillo
39089,Portugal,91,18,Portuguese Red
39090,US,91,35,Chardonnay
39091,US,91,38,Zinfandel
39092,France,91,20,Pinot Gris
39093,France,91,36,Cabernet Franc
39094,US,91,40,Malbec
39095,Australia,91,40,Chardonnay
39096,France,91,,Riesling
39097,France,91,33,Riesling
39098,France,91,18,Pinot Gris
39099,France,91,30,Riesling
39100,France,91,23,Gewürztraminer
39101,Chile,91,40,Red Blend
39102,US,91,35,Red Blend
39103,US,91,50,Chardonnay
39104,Australia,91,65,Shiraz-Grenache
39105,Spain,91,19,Tempranillo
39106,Chile,91,70,Cabernet Blend
39107,Italy,91,42,White Blend
39108,Italy,91,44,Sauvignon
39109,Germany,91,25,Riesling
39110,US,91,50,Pinot Noir
39111,France,91,17,Pinot Gris
39112,US,91,50,Syrah
39113,US,91,45,Chardonnay
39114,Spain,91,35,Tempranillo
39115,Portugal,91,18,Portuguese White
39116,US,91,42,Pinot Noir
39117,US,91,37,Rhône-style White Blend
39118,France,89,23,Sparkling Blend
39119,Argentina,89,31,Pinot Noir
39120,Spain,89,15,Tempranillo Blend
39121,Australia,89,22,Pinot Noir
39122,Canada,89,35,Merlot
39123,Italy,89,40,Sparkling Blend
39124,US,89,45,Pinot Noir
39125,Italy,89,17,Glera
39126,US,89,34,Sangiovese
39127,France,89,19,Chardonnay
39128,US,89,54,Pinot Noir
39129,France,89,68,Champagne Blend
39130,Italy,89,20,Glera
39131,France,89,40,Pinot Noir
39132,France,89,100,Champagne Blend
39133,US,89,28,Rhône-style White Blend
39134,Italy,89,30,Glera
39135,Italy,89,,Sparkling Blend
39136,US,89,19,Pinot Noir
39137,Spain,89,17,Albariño
39138,Argentina,89,45,Malbec
39139,Italy,89,25,Glera
39140,Italy,89,20,Glera
39141,France,89,20,Gamay
39142,Italy,89,,Sparkling Blend
39143,France,89,22,Sparkling Blend
39144,France,89,,Champagne Blend
39145,Spain,89,30,Cabernet Sauvignon-Cabernet Franc
39146,France,89,40,Champagne Blend
39147,France,89,19,Gamay
39148,France,88,42,Champagne Blend
39149,France,88,,Gamay
39150,US,88,60,Cabernet Sauvignon
39151,US,88,30,Port
39152,US,88,15,Sauvignon Blanc
39153,South Africa,88,20,Cabernet Franc
39154,US,88,30,Meritage
39155,Italy,88,16,Glera
39156,Italy,88,16,Glera
39157,US,88,90,Syrah
39158,US,88,25,Sauvignon Blanc
39159,Italy,88,19,Glera
39160,Italy,88,18,Sparkling Blend
39161,France,88,,Champagne Blend
39162,France,88,50,Champagne Blend
39163,US,88,35,Meritage
39164,US,88,36,Syrah
39165,Italy,88,,Sparkling Blend
39166,France,88,20,Chardonnay
39167,France,88,70,Champagne Blend
39168,Portugal,88,14,Cabernet Sauvignon
39169,Portugal,88,20,Portuguese Red
39170,France,88,23,Sparkling Blend
39171,Italy,88,29,Glera
39172,US,88,26,Pinot Grigio
39173,Spain,88,15,Tempranillo
39174,US,88,16,White Blend
39175,Italy,88,20,Glera
39176,US,88,98,Bordeaux-style Red Blend
39177,US,88,19,Chardonnay
39178,Italy,88,29,Sangiovese
39179,US,88,18,Pinot Noir
39180,US,88,65,Pinot Noir
39181,Italy,88,40,Sangiovese
39182,France,88,65,Bordeaux-style White Blend
39183,Italy,88,39,Red Blend
39184,US,88,25,Syrah
39185,US,88,55,Pinot Noir
39186,Spain,88,16,Tempranillo
39187,US,88,30,Cabernet Franc
39188,US,88,45,Tempranillo
39189,US,88,17,Pinot Gris
39190,France,88,23,Muscat
39191,Italy,88,35,Sangiovese
39192,Italy,88,22,Sangiovese
39193,Italy,88,50,Sangiovese
39194,US,88,23,Pinot Noir
39195,Australia,88,20,Shiraz
39196,US,88,70,Cabernet Sauvignon
39197,US,88,40,Syrah
39198,Italy,88,33,Red Blend
39199,US,88,35,Bordeaux-style Red Blend
39200,US,88,42,Pinot Noir
39201,Italy,88,28,Red Blend
39202,Italy,88,27,Red Blend
39203,US,88,30,Pinot Noir
39204,Spain,88,18,Sherry
39205,Italy,88,,Sangiovese
39206,France,88,17,Bordeaux-style Red Blend
39207,France,88,25,Bordeaux-style Red Blend
39208,US,89,36,Bordeaux-style Red Blend
39209,US,89,32,Merlot
39210,US,89,30,Cabernet Franc
39211,US,89,17,Albariño
39212,US,89,20,White Blend
39213,Spain,89,20,Albariño
39214,US,89,46,Rhône-style Red Blend
39215,Italy,89,95,Nebbiolo
39216,Italy,89,75,Nebbiolo
39217,Austria,89,20,Grüner Veltliner
39218,US,89,24,White Blend
39219,US,89,24,Tannat
39220,Italy,89,,Nebbiolo
39221,US,89,30,Chardonnay
39222,Italy,89,46,Nebbiolo
39223,France,89,12,Rhône-style Red Blend
39224,US,89,22,Rosé
39225,Italy,89,,Glera
39226,Italy,89,30,Nebbiolo
39227,France,89,15,Bordeaux-style Red Blend
39228,Italy,89,75,Nebbiolo
39229,US,89,36,Zinfandel
39230,France,89,42,Marsanne
39231,France,89,20,Bordeaux-style Red Blend
39232,France,89,38,Merlot
39233,France,89,15,Bordeaux-style Red Blend
39234,France,89,24,Rosé
39235,US,89,30,Chardonnay
39236,Austria,89,20,Sauvignon Blanc
39237,Italy,89,30,Nebbiolo
39238,US,87,13,Riesling
39239,Georgia,87,18,Chinuri
39240,US,87,18,Chardonnay
39241,US,87,24,Pinot Noir
39242,Italy,87,,Sangiovese
39243,Italy,87,16,White Blend
39244,US,87,18,Pinot Grigio
39245,Italy,87,19,Red Blend
39246,US,87,22,Syrah
39247,US,87,22,Pinot Grigio
39248,US,87,25,Zinfandel
39249,US,87,20,Chardonnay
39250,US,87,26,Merlot
39251,US,87,16,Sauvignon Blanc
39252,Italy,87,32,Sangiovese
39253,New Zealand,87,16,Syrah
39254,Italy,87,20,Vernaccia
39255,New Zealand,87,30,Pinot Noir
39256,New Zealand,87,14,Pinot Noir
39257,Lebanon,87,41,White Blend
39258,France,87,,Pinot Noir
39259,Italy,87,18,Vermentino
39260,US,87,53,Pinot Noir
39261,Italy,87,19,Pinot Bianco
39262,Italy,87,19,Sangiovese
39263,Italy,87,16,Red Blend
39264,Italy,87,16,Vermentino
39265,France,87,25,Chardonnay
39266,Chile,91,40,Pinot Noir
39267,US,91,40,Bordeaux-style Red Blend
39268,US,91,65,Cabernet Sauvignon
39269,Spain,91,27,Chardonnay
39270,US,91,45,Syrah
39271,Austria,91,22,Sparkling Blend
39272,US,91,18,Zinfandel
39273,France,91,19,Negrette
39274,France,91,40,Rhône-style Red Blend
39275,US,91,35,Chardonnay
39276,France,91,12,Gamay
39277,France,91,15,Rhône-style Red Blend
39278,France,91,60,Malbec
39279,US,91,70,Cabernet Sauvignon
39280,France,91,38,Tannat
39281,US,91,39,Syrah
39282,New Zealand,91,39,Pinot Noir
39283,New Zealand,91,45,Syrah
39284,Argentina,80,15,Cabernet Sauvignon
39285,Argentina,80,14,Chardonnay
39286,Italy,100,460,Merlot
39287,Italy,99,320,Merlot
39288,France,98,800,Bordeaux-style White Blend
39289,US,98,75,Cabernet Sauvignon
39290,US,97,150,Cabernet Sauvignon
39291,Italy,97,460,Merlot
39292,Italy,96,169,Merlot
39293,Italy,96,125,Cabernet Franc
39294,Italy,96,100,Red Blend
39295,US,96,80,Cabernet Sauvignon
39296,US,95,90,Pinot Noir
39297,US,95,58,Pinot Noir
39298,Italy,95,120,Red Blend
39299,US,95,50,Sparkling Blend
39300,Italy,95,60,Red Blend
39301,Italy,95,460,Merlot
39302,France,95,60,Malbec
39303,France,95,165,Malbec
39304,Austria,95,99,White Blend
39305,Italy,95,65,Nebbiolo
39306,US,94,30,Cabernet Sauvignon
39307,US,94,28,Rhône-style Red Blend
39308,France,94,73,Malbec
39309,US,94,50,Chardonnay
39310,Austria,94,,Chardonnay
39311,US,94,28,G-S-M
39312,US,94,120,Red Blend
39313,US,94,36,Syrah-Cabernet Sauvignon
39314,US,94,70,Bordeaux-style Red Blend
39315,France,94,30,Malbec
39316,France,94,60,Savagnin
39317,Austria,94,69,Sauvignon Blanc
39318,France,94,18,Petit Manseng
39319,US,94,50,Chardonnay
39320,US,94,38,Chardonnay
39321,Austria,94,35,Zweigelt
39322,US,94,28,G-S-M
39323,Austria,94,27,White Blend
39324,Italy,94,65,Nebbiolo
39325,Spain,94,100,Red Blend
39326,US,94,175,Cabernet Sauvignon
39327,US,93,35,Chardonnay
39328,Italy,93,65,Nebbiolo
39329,New Zealand,93,32,Sauvignon Blanc
39330,Chile,87,18,Cabernet Sauvignon
39331,Italy,87,19,Turbiana
39332,France,87,14,Rosé
39333,France,87,15,Gamay
39334,France,87,22,Gewürztraminer
39335,Georgia,87,15,Rkatsiteli
39336,US,87,12,Merlot
39337,US,87,33,Chardonnay
39338,Spain,87,12,Monastrell
39339,Australia,87,75,Shiraz-Cabernet
39340,Spain,87,9,Garnacha
39341,Spain,87,20,Tempranillo Blend
39342,US,87,15,Sparkling Blend
39343,US,87,24,Viognier
39344,US,87,52,Bordeaux-style Red Blend
39345,Spain,87,14,Verdejo
39346,US,87,16,Rosé
39347,US,87,18,Cabernet Sauvignon
39348,Spain,87,65,Chardonnay
39349,France,87,,Sparkling Blend
39350,US,87,26,White Blend
39351,US,87,18,Rosé
39352,France,87,16,Bordeaux-style White Blend
39353,France,87,,Rosé
39354,France,87,12,Rosé
39355,US,87,30,Merlot
39356,Spain,87,18,Sparkling Blend
39357,France,87,13,Rosé
39358,France,87,25,Gewürztraminer
39359,France,87,20,Pinot Noir
39360,US,91,38,Petit Verdot
39361,Uruguay,91,22,Tannat-Cabernet Franc
39362,Portugal,91,20,Merlot
39363,US,91,25,Barbera
39364,US,91,30,Aglianico
39365,Australia,91,30,Chardonnay
39366,US,91,52,Chardonnay
39367,Chile,91,15,Red Blend
39368,US,91,48,Syrah
39369,US,91,28,Chardonnay
39370,Australia,91,25,Montepulciano
39371,US,91,55,Rhône-style Red Blend
39372,US,91,50,Grenache
39373,Uruguay,91,22,Tannat
39374,US,91,22,Sauvignon Blanc
39375,Italy,91,29,Red Blend
39376,France,91,25,Bordeaux-style Red Blend
39377,France,91,40,Bordeaux-style White Blend
39378,France,91,32,Bordeaux-style White Blend
39379,France,91,25,Bordeaux-style Red Blend
39380,France,91,45,Bordeaux-style Red Blend
39381,France,91,29,Petit Manseng
39382,France,91,,Bordeaux-style Red Blend
39383,France,91,45,Bordeaux-style Red Blend
39384,France,91,27,Bordeaux-style Red Blend
39385,France,91,23,Bordeaux-style Red Blend
39386,France,91,39,Trousseau
39387,Australia,91,40,Shiraz
39388,US,91,35,Chardonnay
39389,US,91,65,Pinot Noir
39390,US,92,28,Riesling
39391,France,92,85,Champagne Blend
39392,US,92,225,Cabernet Sauvignon
39393,Italy,92,40,Nerello Mascalese
39394,Portugal,92,28,Portuguese White
39395,France,92,52,Pinot Noir
39396,Australia,92,40,Shiraz
39397,US,92,28,Riesling
39398,US,92,28,Riesling
39399,France,92,87,Pinot Noir
39400,US,92,85,Cabernet Sauvignon
39401,Spain,92,100,Tempranillo
39402,Portugal,92,25,Portuguese Red
39403,US,92,55,Syrah
39404,US,92,29,Syrah
39405,France,92,45,Bordeaux-style Red Blend
39406,France,92,50,Bordeaux-style Red Blend
39407,Germany,92,28,Riesling
39408,US,92,60,Pinot Noir
39409,France,92,80,Chardonnay
39410,France,92,54,Champagne Blend
39411,Spain,92,90,Red Blend
39412,US,92,65,Pinot Noir
39413,US,92,35,Viognier
39414,US,92,50,Zinfandel
39415,US,92,75,Chardonnay
39416,Italy,92,34,Red Blend
39417,US,92,64,Pinot Noir
39418,Italy,92,26,Nerello Mascalese
39419,Portugal,92,25,Portuguese Red
39420,US,90,50,Merlot
39421,Italy,90,23,Red Blend
39422,US,90,38,Pinot Noir
39423,US,90,26,Grenache
39424,US,90,17,Sauvignon Blanc
39425,France,90,32,Chenin Blanc
39426,US,90,55,Pinot Noir
39427,US,90,36,Pinot Noir
39428,US,90,18,Pinot Gris
39429,Italy,90,50,Red Blend
39430,France,90,,Gamay
39431,France,90,25,Malbec
39432,France,90,30,Bordeaux-style Red Blend
39433,France,90,,Bordeaux-style Red Blend
39434,France,90,37,Bordeaux-style Red Blend
39435,Italy,90,30,Chardonnay
39436,US,90,59,Cabernet Sauvignon
39437,France,90,25,Gros Manseng
39438,US,90,16,White Blend
39439,US,90,50,Pinot Noir
39440,France,90,24,Malbec
39441,US,90,21,Chardonnay
39442,France,90,17,Gamay
39443,US,90,13,Sauvignon Blanc
39444,Italy,90,,Red Blend
39445,US,90,28,Petit Manseng
39446,US,93,58,Pinot Noir
39447,US,93,30,Merlot
39448,France,93,120,Rhône-style Red Blend
39449,US,93,60,Pinot Noir
39450,US,93,30,Chardonnay
39451,US,93,50,Pinot Noir
39452,Italy,93,30,Red Blend
39453,Italy,93,45,Red Blend
39454,Spain,93,45,Red Blend
39455,France,93,84,Syrah
39456,Austria,93,,Rosenmuskateller
39457,US,93,80,Cabernet Sauvignon
39458,Italy,93,,Red Blend
39459,US,93,45,Cabernet Sauvignon
39460,Spain,93,95,Red Blend
39461,US,93,56,Pinot Noir
39462,US,93,40,Chardonnay
39463,Italy,93,30,Red Blend
39464,France,93,108,Syrah
39465,US,93,100,Cabernet Sauvignon
39466,US,93,29,Chardonnay
39467,Argentina,93,85,Malbec
39468,US,93,40,Pinot Noir
39469,Austria,93,50,Grüner Veltliner
39470,Spain,91,30,Monastrell
39471,Italy,91,31,Red Blend
39472,France,91,16,Rhône-style Red Blend
39473,France,91,40,Syrah
39474,Spain,91,45,Tempranillo
39475,Argentina,91,30,Malbec
39476,US,91,17,Pinot Gris
39477,France,90,20,Rhône-style Red Blend
39478,US,90,65,Pinot Noir
39479,Italy,90,,Red Blend
39480,France,90,25,Viognier
39481,France,90,14,Rhône-style Red Blend
39482,US,90,19,Fumé Blanc
39483,Spain,90,17,Sparkling Blend
39484,Spain,90,47,Tempranillo Blend
39485,France,90,23,Syrah
39486,Italy,90,30,Red Blend
39487,US,83,12,Cabernet Sauvignon
39488,US,83,17,Chardonnay
39489,US,83,15,Zinfandel
39490,Chile,83,10,Merlot
39491,US,83,10,Chardonnay
39492,Chile,83,14,Malbec
39493,US,83,28,Cabernet Franc
39494,US,83,22,Viognier
39495,France,83,15,Chenin Blanc
39496,Romania,83,10,Pinot Noir
39497,Romania,82,9,Rosé
39498,US,82,8,Chardonnay
39499,Chile,82,15,Cabernet Sauvignon
39500,US,82,12,Chardonnay
39501,Chile,82,9,Carmenère
39502,US,82,15,Sauvignon Blanc
39503,US,82,30,Merlot
39504,Lebanon,82,15,Rosé
39505,US,82,20,Petit Verdot
39506,Romania,82,9,Riesling
39507,US,82,9,Chardonnay
39508,US,82,21,Chardonnay
39509,Chile,82,8,Cabernet Sauvignon
39510,Bulgaria,82,9,Sauvignon Blanc
39511,Spain,88,26,Tempranillo Blend
39512,France,88,14,White Blend
39513,France,88,,Rhône-style Red Blend
39514,Croatia,88,20,Malvasia
39515,US,87,34,Sparkling Blend
39516,US,87,20,Pinot Noir
39517,US,87,22,Sparkling Blend
39518,US,87,30,Cabernet Sauvignon
39519,Spain,87,25,Sparkling Blend
39520,US,87,20,Cabernet Sauvignon
39521,Spain,87,10,Sparkling Blend
39522,US,87,45,Chardonnay
39523,Italy,87,18,Verdicchio
39524,Spain,87,18,Tempranillo
39525,Spain,87,10,Tempranillo
39526,France,87,,Rhône-style Red Blend
39527,US,87,33,Red Blend
39528,Hungary,87,19,Rosé
39529,US,87,30,Pinot Noir
39530,US,87,20,Syrah
39531,US,87,22,Syrah
39532,Chile,87,10,Chardonnay
39533,Chile,87,20,Sauvignon Blanc
39534,Spain,87,12,Tempranillo
39535,Italy,87,,"Corvina, Rondinella, Molinara"
39536,Italy,87,36,"Corvina, Rondinella, Molinara"
39537,Italy,87,18,"Corvina, Rondinella, Molinara"
39538,US,87,15,Cabernet Sauvignon
39539,US,87,45,Pinot Noir
39540,US,87,40,Port
39541,Portugal,87,13,Syrah
39542,Portugal,87,20,Trincadeira
39543,US,87,12,Sauvignon Blanc
39544,Italy,87,,"Corvina, Rondinella, Molinara"
39545,Spain,87,15,Albariño
39546,US,87,45,Grenache
39547,Italy,87,14,"Corvina, Rondinella, Molinara"
39548,France,87,,Pinot Gris
39549,Italy,87,25,"Corvina, Rondinella, Molinara"
39550,France,87,25,Pinot Gris
39551,Italy,87,14,Red Blend
39552,France,87,,Gewürztraminer
39553,Australia,87,19,Shiraz
39554,US,87,34,Sauvignon Blanc
39555,US,87,20,Chardonnay
39556,US,87,26,Chardonnay
39557,France,87,24,Pinot Gris
39558,Austria,88,18,Zweigelt
39559,US,88,30,Chardonnay
39560,US,88,36,Tempranillo
39561,US,88,50,Chardonnay
39562,US,88,40,Chardonnay
39563,Chile,88,25,Malbec
39564,US,88,75,Cabernet Sauvignon
39565,Chile,88,15,Cabernet Sauvignon
39566,Chile,88,20,Malbec
39567,US,88,39,Pinot Noir
39568,Austria,88,11,Grüner Veltliner
39569,US,88,13,Riesling
39570,US,88,115,Cabernet Sauvignon
39571,Chile,88,19,Cabernet Sauvignon
39572,Italy,88,22,Ribolla Gialla
